Name,City,Rating,Price,Reviews,Location,Cleanliness,Communication,Value for Money,Accuracy,Check-in,Guests,TV,Wifi,Free street parking,Privet parking,Refrigerator,Air conditioning,Kitchen,Pets allowd,Dedicated workspace,Security cameras
809-2A Gorgeous 1BR New W/D Modern Best Location,Manhattan,4.45,20069,22,4.6,4.5,5.0,4.4,4.5,4.8,4.0,0,1,0,0,0,0,1,0,0,0
Modern Grand Central Suite with Washer Dryer,Manhattan,5.0,18010,4,4.8,3.2,5.0,5.0,5.0,5.0,2.0,1,1,0,0,0,0,1,0,1,0
78-2C   XL furnished 1BR WD Walk 2 Central Park,Manhattan,5.0,18731,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,0,0,0,1,0,1,0
The Chic Lexi w/ Washer Dryer in Apt,Manhattan,4.83,18010,6,4.8,4.2,5.0,4.3,4.7,5.0,2.0,1,1,0,0,0,0,1,0,1,0
Studio apartment with large street facing windows,Manhattan,4.83,22641,12,5.0,4.8,4.9,4.8,4.8,4.8,2.0,0,1,0,0,1,0,1,0,1,0
Perfect NYC Flat! Modern/ROOMBA CLEANER,Manhattan,4.2,12659,5,4.6,4.6,4.8,3.8,4.8,4.6,2.0,0,1,1,0,0,1,1,0,0,0
809-4B  Studio Balcony W/D Prime location,Manhattan,4.9,21406,29,4.9,4.5,4.9,4.3,4.8,4.9,4.0,0,1,0,0,0,0,1,0,1,0
UES Studio | 74th St 2 minutes walk from Q Line,Manhattan,4.67,16055,3,5.0,4.7,5.0,3.3,5.0,5.0,3.0,0,1,1,0,0,1,1,0,0,0
COZY Studio unit in luxury amenity building,Manhattan,5.0,23156,3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,0,0,0,1,1,1,0
Gorgeous Studio W/ Doorman WasherDryer Elevator,Manhattan,5.0,15437,6,5.0,4.8,5.0,5.0,5.0,5.0,2.0,1,1,0,0,0,0,1,0,1,0
"Cozy 2 bedroom, near Central Park",Manhattan,4.63,20583,70,4.9,4.7,4.8,4.7,4.8,4.8,3.0,0,1,1,0,0,0,1,0,1,0
Cosy & charming 1 bedroom duplex in the Upper East,Manhattan,5.0,29742,4,4.8,5.0,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,1,1,0,1,0
Lovely 1-bedroom Open Concept Condo in New York  C,Manhattan,5.0,35403,23,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,0,1,0,0,0
Harlem Hideaway Studio Apartment,Manhattan,4.94,9880,18,4.9,4.8,5.0,4.9,5.0,5.0,1.0,0,1,1,0,0,0,1,0,0,0
City Life in Harlem,Manhattan,4.85,10655,157,4.7,4.8,5.0,4.8,4.9,4.9,2.0,0,1,0,0,0,0,1,0,0,0
Lovely 1-bedroom apartment at Central Harlem (4A),Manhattan,5.0,8233,4,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,0,1,0,0,0
Room in Harlem with En-suite Private Bathroom,Manhattan,5.0,9263,8,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Inviting & immaculate 1BR - 15 min to midtown,Manhattan,5.0,10292,6,4.6,5.0,5.0,5.0,5.0,5.0,2.0,0,1,1,0,0,1,1,0,0,0
Cozy one bedroom apartment near 125th street,Manhattan,4.93,12755,43,4.6,4.7,5.0,4.8,4.9,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Sunny church view room in Harlem brownstone,Manhattan,4.98,6686,45,4.8,4.9,5.0,4.9,5.0,5.0,1.0,1,1,1,0,0,1,1,0,0,0
Columbia University Park View Studio 1,Manhattan,4.75,11321,4,5.0,4.8,5.0,4.8,4.8,5.0,2.0,1,1,0,0,0,0,1,1,0,0
Elegant 1 BR Condo/Perfect For NYC Visit,Manhattan,4.93,16466,210,4.7,5.0,4.9,4.8,5.0,4.9,2.0,1,1,1,0,0,1,1,0,0,0
Prívate GARDEN Apartment In Harlem,Manhattan,5.0,20123,3,5.0,5.0,5.0,4.7,5.0,5.0,3.0,0,1,0,1,0,0,1,0,1,0
Saint Nicholas Apt A,Manhattan,4.57,4264,108,4.5,4.5,4.7,4.6,4.6,4.7,1.0,0,1,0,0,0,1,1,0,0,0
"""Quaint Studio Apartment in Central Harlem!""",Manhattan,5.0,11321,12,4.8,5.0,5.0,4.9,5.0,5.0,1.0,0,1,1,0,0,0,1,0,1,0
Studio Sanctuary in Landmark Brownstone,Manhattan,4.78,9777,23,4.7,4.8,4.7,4.6,4.9,5.0,2.0,1,1,0,0,0,1,1,0,0,0
Stunning NYC Apt 15 mins to Times Square W/D DW,Manhattan,4.96,41063,135,4.7,5.0,5.0,4.8,5.0,5.0,3.0,0,0,1,0,0,0,1,0,1,0
Comfortable Strivers Row Hideaway - Monthly Rental,Manhattan,4.65,13894,110,4.5,4.6,5.0,4.7,4.8,4.9,3.0,0,1,0,1,0,0,1,0,1,0
Comfy Guest room+private bathroom+ 300ft to Trains,Manhattan,4.96,7925,59,4.9,4.8,5.0,4.9,5.0,4.9,2.0,1,1,1,0,0,0,1,0,0,0
Private Harlem Studio w/ Jacuzzi Great Location!,Manhattan,4.77,13894,134,4.3,4.8,4.9,4.8,4.9,4.8,2.0,1,1,0,0,0,1,1,0,0,0
"Sunny, spacious & serene - with private rooftop!",Manhattan,4.86,25214,7,4.9,4.9,4.9,4.9,4.9,4.9,2.0,0,1,0,0,0,0,1,0,1,0
Private Room (Cozy & Clean) Manhattan NYC,Manhattan,4.73,4220,15,3.9,4.8,5.0,4.7,4.9,5.0,1.0,0,1,0,0,1,1,1,0,0,0
SoHa Jewel,Manhattan,4.7,8027,215,4.7,4.6,4.7,4.6,4.8,4.8,1.0,0,1,1,0,0,0,1,0,1,0
BEAUTIFUL  ONE  BEDROOM in harlem,Manhattan,4.76,13997,39,4.6,4.8,4.9,4.7,4.8,5.0,2.0,0,1,0,0,0,0,1,0,1,0
Spacious and Lovely One Bedroom,Manhattan,4.99,11029,67,4.9,5.0,5.0,5.0,5.0,4.9,1.0,0,1,1,0,0,0,1,1,1,0
Lovely 1-bedroom apartment at Central Harlem (1A),Manhattan,4.33,8233,3,4.3,4.7,4.7,4.3,5.0,5.0,2.0,0,1,0,0,1,0,1,0,0,0
Spacious & quiet NYC Harlem 1-bed apt! No stairs!,Manhattan,4.9,26758,129,4.8,4.8,5.0,4.9,5.0,5.0,4.0,0,1,1,0,0,0,1,0,1,0
Classic Brownstone Apartment,Manhattan,4.69,12350,307,4.5,4.8,4.8,4.6,4.8,4.8,2.0,0,1,1,0,0,0,1,0,1,0
The Hamilton Guestroom,Manhattan,4.67,4521,181,4.5,4.6,4.9,4.7,4.7,4.9,1.0,1,1,1,0,0,0,1,0,0,0
Lovely 1-bedroom apartment at Central Harlem (1C),Manhattan,4.33,8233,3,4.7,4.3,4.7,4.3,4.7,4.7,2.0,0,1,0,0,1,0,1,0,0,0
"Private, Lovely and Cozy bedroom in NY",Manhattan,4.65,11321,20,3.9,4.8,4.7,4.5,4.6,4.5,2.0,0,1,0,0,0,1,1,1,0,0
Bright Room With A Great River View,Manhattan,4.86,9022,451,4.7,4.8,4.9,4.8,4.8,4.9,1.0,0,1,0,0,0,0,1,0,1,0
Cozy Brownstone Apartment in South Harlem,Manhattan,4.88,11321,16,4.8,4.9,5.0,4.6,4.9,5.0,4.0,1,1,0,0,0,0,1,0,0,0
Home Sweet Harlem,Manhattan,5.0,18731,14,4.9,4.9,5.0,4.8,5.0,5.0,3.0,0,1,1,0,0,0,1,0,1,0
Harlem comfort,Manhattan,4.94,23259,49,4.9,4.8,5.0,4.9,5.0,5.0,2.0,1,1,1,0,0,1,1,0,0,0
NYC - Your Home away from Home,Manhattan,4.86,8189,36,4.8,4.8,4.9,4.8,4.9,4.9,2.0,1,1,0,0,0,0,1,0,0,0
"Pet/Kid Friendly 3Bd/1B, Central Park, Dog Run",Manhattan,5.0,17599,3,5.0,5.0,5.0,5.0,5.0,5.0,8.0,0,0,0,0,0,0,1,0,1,0
Columbia University Park View Studio 3,Manhattan,4.4,12350,5,4.6,4.8,4.6,4.2,4.8,4.8,2.0,1,1,0,0,0,0,1,1,0,0
Stay in Harlem 1 - 3 months!,Manhattan,5.0,9056,3,5.0,5.0,5.0,4.7,5.0,5.0,1.0,0,1,1,0,0,0,1,0,1,0
East Harlem Pied A Terre,Manhattan,4.94,36020,66,4.8,5.0,5.0,4.9,5.0,4.9,4.0,1,1,0,1,0,0,1,0,1,0
Manhattan Large Private Room in Sunny Two Bedroom,Manhattan,4.33,6683,6,4.8,4.2,4.3,4.2,4.5,4.8,4.0,0,1,0,1,0,0,1,1,1,0
Lovely 1-bedroom apartment at Central Harlem (2A),Manhattan,4.25,8233,4,4.2,4.2,4.8,4.2,4.2,4.8,2.0,0,1,0,0,0,0,1,0,0,0
Manhattan Studio Apt Queen bed & Sofabed loveseat,Manhattan,4.93,10189,57,4.6,5.0,5.0,4.7,4.8,5.0,3.0,0,1,1,0,0,0,1,0,0,0
Stylish & Bright in the ♥ C. Harlem ♛ Queen Bed,Manhattan,5.0,23928,9,4.8,5.0,5.0,4.9,5.0,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Beautiful 2 bedroom private suite,Manhattan,4.71,19554,144,4.7,4.8,4.8,4.6,4.8,4.8,4.0,0,1,1,0,0,0,0,0,1,0
The Cozy Cole room at The Harlem Flophouse,Manhattan,4.75,15437,110,4.8,4.8,4.9,4.8,4.9,4.9,2.0,0,0,0,0,0,0,0,0,0,0
A huge bedroom in Harlem,Manhattan,4.82,4322,11,4.7,4.5,5.0,4.6,4.9,4.7,1.0,0,1,1,0,1,1,1,0,0,0
Newly renovated townhome,Manhattan,5.0,14809,5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,1,0,0,0,1,0,1,0
Apt in Harlem 1 month minimun stay,Manhattan,4.47,12350,19,4.6,4.2,4.7,4.5,4.6,4.7,4.0,0,1,0,0,0,0,1,0,0,0
Furnished Room- Next to A-B-C-D- Washer&Dryer,Manhattan,5.0,5558,7,4.9,4.9,5.0,4.9,4.7,5.0,1.0,0,1,1,0,0,0,1,0,1,0
Lovely 1-bedroom apartment at Central Harlem (4B),Manhattan,4.2,8233,5,4.8,4.2,4.2,4.2,4.2,4.8,2.0,0,1,0,0,1,0,1,0,0,0
Green Small Room in Homey Harlem Haven,Manhattan,4.83,5146,13,4.8,4.7,5.0,4.8,4.9,4.8,1.0,0,1,1,0,0,0,1,0,0,0
!!! Designer room in NYC!!! 12 min to Time Square,Manhattan,4.78,12350,279,4.5,4.7,4.9,4.8,4.8,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Sunny Bedroom Steps to Subway & Central Park,Manhattan,4.8,10189,121,4.7,4.8,4.9,4.8,4.9,4.9,2.0,1,1,0,0,0,0,1,0,0,0
Library BnB by the Park  - Upper West Side,Manhattan,4.92,10024,110,5.0,4.9,5.0,4.9,4.9,5.0,2.0,0,1,1,0,0,0,1,1,1,0
2-bedroom Authentic Artist Loft on the Riverfront,Manhattan,5.0,25626,3,4.3,4.7,5.0,5.0,5.0,5.0,4.0,0,0,1,0,0,0,1,0,1,0
Trendy 1 Bedroom Harlem Brownstone,Manhattan,4.69,18010,137,4.7,4.7,4.8,4.7,4.8,4.8,3.0,0,1,1,0,0,0,1,0,0,0
Cozy room in a 2BD apartment,Manhattan,5.0,12350,7,4.9,4.7,5.0,4.9,5.0,5.0,2.0,1,1,0,0,0,1,1,0,1,0
Brownstone-Morningside Heights-Harlem,Manhattan,4.8,16538,112,4.8,4.9,4.9,4.8,4.9,4.9,4.0,1,1,1,0,0,0,1,0,1,0
CHARMING GARDEN APT IN TOWNHOUSE,Manhattan,4.87,23156,133,4.8,4.9,4.9,4.8,5.0,4.9,4.0,0,1,1,0,0,0,1,0,0,0
SOHA Clean & Cozy ZEN-Style Rm Near All - Harlem,Manhattan,4.8,7746,60,4.8,4.7,4.9,4.8,4.8,4.8,1.0,1,1,0,1,0,1,1,0,0,0
Harlem Comfort and Style,Manhattan,4.86,15437,32,4.6,5.0,4.7,4.8,4.9,4.8,2.0,1,1,1,0,0,0,1,0,0,0
20 min Laguardia Airport 10 min Midtown Crash Pad,Manhattan,4.76,5660,63,4.3,4.7,5.0,4.7,4.8,4.9,1.0,0,1,0,0,1,0,0,0,1,0
Central Park north spacious residence,Manhattan,4.86,27672,77,4.6,5.0,4.9,4.8,4.9,4.8,2.0,0,0,1,0,0,0,1,0,1,0
Cosy & Quiet Room in Harlem,Manhattan,4.77,7101,60,4.8,4.8,4.9,4.8,4.8,4.9,1.0,0,1,1,0,0,0,1,0,1,0
SuCasa! Large 2 BR with garden. Weekly cleaning.,Manhattan,4.91,17496,11,4.8,5.0,5.0,4.9,5.0,5.0,6.0,0,0,1,0,0,0,1,0,1,0
Sunny private room in Harlem,Manhattan,4.5,8123,24,4.7,3.9,4.8,4.6,4.8,4.8,2.0,0,0,1,0,0,0,1,0,0,0
New Luxury Manhattan Apartment,Manhattan,5.0,48267,9,4.7,5.0,5.0,4.8,4.9,5.0,5.0,0,1,1,0,0,0,1,0,1,0
Beautiful Private Bedroom - Downstairs,Manhattan,4.92,13379,127,4.8,4.8,5.0,4.9,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Urban Sanctuary Harlem🏠,Manhattan,4.78,28302,9,4.8,4.7,4.9,4.4,5.0,5.0,4.0,0,1,0,1,0,0,1,0,1,0
Top 7th Floor Sunny Apt w Elevator & Park View,Manhattan,4.67,12247,3,5.0,4.7,5.0,5.0,5.0,5.0,2.0,1,1,0,1,0,0,1,0,0,0
Monthly Huge Room- Next to A-B-C-D-Washer&Dryer,Manhattan,4.64,6689,11,4.8,4.3,4.9,4.7,4.6,4.8,1.0,0,1,1,0,0,0,1,0,1,0
Home Sweet Home Away From Home,Manhattan,4.8,10463,5,4.8,4.6,5.0,5.0,5.0,5.0,4.0,1,1,0,0,1,1,1,0,0,0
PRIVATE LARGE-MODERN-CLEAN master bedroom,Manhattan,5.0,5249,9,4.6,4.8,5.0,4.6,5.0,5.0,1.0,1,1,0,0,1,1,1,0,0,0
Spectacular Designer Loft,Manhattan,4.76,26758,78,4.6,4.9,5.0,4.7,4.8,4.9,5.0,0,1,1,0,0,0,1,0,1,0
Modern & Cozy 1BD Garden Apt,Manhattan,4.17,14202,98,4.5,4.2,4.8,4.2,4.5,4.8,2.0,0,1,0,1,0,0,1,0,0,0
Your Haven in the Upper West Side,Manhattan,4.73,8233,28,4.9,4.2,4.9,4.8,4.8,4.8,1.0,0,1,1,0,0,0,1,0,1,0
Incredible studio rental in Manhattan 😍,Manhattan,5.0,12144,4,4.2,5.0,4.8,5.0,4.8,5.0,3.0,0,1,1,0,0,0,1,0,1,0
3BR/2 bath/Duplex+YARD/Near Columbia/City College,Manhattan,4.87,41166,154,4.7,4.9,4.9,4.8,4.9,5.0,10.0,0,1,0,1,0,0,1,0,0,0
Bright 1BR Historic UWS Subways Columbia Uni,Manhattan,5.0,14549,5,5.0,4.8,5.0,4.8,5.0,5.0,2.0,0,0,1,0,0,0,1,1,1,0
"Classic Brownstone, Queen Bed & Workspace",Manhattan,4.67,8748,6,4.7,4.3,5.0,4.7,4.5,4.7,1.0,0,1,0,1,0,1,1,0,1,0
Private room in lovely 2 bedroom apartment,Manhattan,5.0,11835,5,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,0,0,1,1,0,1,0
🌟Manhattan 5th Avenue Oasis w/Gym & Roof Deck🗽🌟,Manhattan,4.71,15952,52,4.7,4.8,4.9,4.7,4.8,5.0,3.0,1,1,0,1,0,0,1,0,1,0
Sunflower 🌻 home,Manhattan,4.88,14799,25,4.8,5.0,4.9,4.8,5.0,4.9,2.0,0,1,1,0,0,0,1,0,1,0
Bright Harlem Apt. in New Building!,Manhattan,4.97,13537,176,4.8,4.9,5.0,4.8,5.0,4.9,3.0,0,0,0,0,0,0,1,0,0,0
Private #3 Chic & Spacious room near Columbia,Manhattan,5.0,4940,3,5.0,4.3,5.0,4.7,4.7,5.0,1.0,1,1,0,0,0,0,1,0,0,0
Private floor thru 1 bed apartment in Townhouse,Manhattan,4.86,11835,7,4.9,4.7,5.0,4.6,4.9,4.9,2.0,1,1,1,0,0,0,1,0,1,0
Cozy & Comfortable Modern Apartment,Manhattan,4.24,6532,54,4.6,3.9,4.7,4.5,4.4,4.4,3.0,1,0,1,0,0,0,1,1,0,0
Spacious Manhattan studio w patio!,Manhattan,4.63,17351,32,4.9,4.8,4.8,4.6,4.6,4.8,4.0,0,1,0,0,0,0,1,1,0,0
Spacious 1 Bedroom Apt in the heart of Harlem,Manhattan,4.75,15684,137,4.9,4.6,4.9,4.6,4.8,4.9,3.0,0,0,0,0,0,0,1,0,1,0
Full apartment in beautiful historic Brownstone!,Manhattan,5.0,11101,7,4.6,4.9,4.9,4.9,4.6,4.9,2.0,1,1,0,1,0,0,1,0,0,0
Cozy Minimalist 1 Bedroom Apartment In NYC,Manhattan,4.85,16213,13,4.7,4.8,4.6,4.7,4.7,4.4,2.0,1,1,0,0,0,1,1,0,1,0
"Brand new, modern apartment with backyard!",Manhattan,4.8,6271,76,4.7,4.7,4.8,4.8,4.8,4.8,2.0,0,1,0,1,0,0,1,0,1,0
A Cozy Harlem Stay,Manhattan,4.67,3705,6,5.0,4.5,5.0,4.7,5.0,5.0,2.0,0,1,1,0,1,1,0,0,1,0
Spacious studio on riverside park,Manhattan,5.0,13379,9,5.0,4.9,5.0,5.0,4.9,5.0,1.0,0,1,0,0,0,0,1,0,1,0
Elegant Bohemian Royale - Private Small Studio,Manhattan,4.67,10525,43,4.6,4.6,4.4,4.8,4.8,4.7,2.0,0,1,1,0,0,0,0,0,1,0
"Historic Brownstone, Your Private Studio Apartment",Manhattan,4.64,17928,81,4.8,4.7,4.6,4.5,4.8,4.8,4.0,0,1,0,0,0,1,1,0,0,0
Private Room next to Park - 5 mins to subways!,Manhattan,4.84,8490,51,4.8,5.0,4.9,4.8,4.9,4.9,1.0,0,1,1,0,0,0,1,0,0,0
Private Room in Very Convenient Location,Manhattan,4.73,7815,231,4.7,4.8,4.8,4.8,4.9,4.7,2.0,0,1,1,0,0,0,1,0,1,0
Beautiful studio in upper Manhattan,Manhattan,4.54,13489,13,4.5,4.6,4.6,4.5,4.4,4.5,3.0,0,1,1,0,0,0,1,1,1,0
Awesome Room 15 Minutes from Time Square,Manhattan,4.87,7925,38,4.7,4.8,4.9,4.8,4.9,4.9,1.0,0,1,1,0,0,0,1,1,1,0
Exceptional Manhattan Space w/ Stunning Views,Manhattan,4.91,11722,116,4.8,4.9,5.0,4.9,4.9,4.8,2.0,0,1,0,0,0,0,1,0,1,0
One of a Kind 3 Bedroom Duplex Apt,Manhattan,4.62,38593,113,4.7,4.5,4.8,4.6,4.8,4.9,8.0,0,1,1,0,0,0,1,0,0,0
Cozy 1 Bedroom Apartment w/ Access to Outdoor Deck,Manhattan,4.96,15849,45,4.7,4.9,4.9,4.8,5.0,5.0,2.0,1,1,0,0,0,1,1,0,0,0
Spacious 2-Bedroom Apt in the Heart of Harlem,Manhattan,4.8,16003,5,3.8,4.8,5.0,4.6,4.6,5.0,4.0,1,1,0,1,0,0,1,0,1,0
Piece of mind in Harlem,Manhattan,4.82,16466,11,4.6,4.5,4.9,4.5,4.8,4.7,4.0,0,1,0,0,0,0,1,0,0,0
"Spacious, Bright Harlem Treetop Duplex",Manhattan,5.0,42223,98,4.8,4.9,5.0,4.9,5.0,5.0,6.0,0,0,0,1,0,0,1,0,1,0
NYC UPTOWN LIVING! Large Clean & Comfy 1-Bdrm Apt.,Manhattan,4.98,23156,41,4.5,5.0,5.0,4.8,5.0,4.9,2.0,0,1,1,0,0,0,1,0,1,0
Beautiful & clean entire 2 bedrooms unit in Harlem,Manhattan,5.0,19400,14,5.0,5.0,5.0,4.9,5.0,4.8,4.0,0,1,0,0,0,0,1,0,1,0
AMAZING ONE BEDROOM IN MANHATTAN,Manhattan,4.64,26501,24,4.4,4.8,4.9,4.5,4.8,4.9,7.0,1,1,1,0,0,0,1,1,0,0
Chic & Spacious SoHa One Bedroom Apartment #10334,Manhattan,5.0,51458,11,4.6,5.0,5.0,4.6,4.9,5.0,2.0,1,1,0,0,0,0,1,0,0,0
"*SPECIAL*
COZY WATERFRONT APARTMENT 
•SUPERHOST•",Manhattan,4.88,11321,155,4.8,4.9,4.9,4.8,4.9,4.9,3.0,0,1,1,0,0,0,1,0,0,0
Warm and Beautiful Harlem Apartment,Manhattan,4.71,18525,9,4.4,5.0,5.0,4.7,5.0,5.0,4.0,0,1,0,0,0,0,1,0,0,0
Apollo Hideaway,Manhattan,4.81,19963,42,4.7,4.8,5.0,4.8,4.9,4.9,3.0,0,1,1,0,0,0,1,0,1,0
Spacious 2BR (4 rooms) in the Upper West Side,Manhattan,4.92,25729,13,4.8,4.7,5.0,4.7,5.0,4.8,3.0,0,1,0,0,0,0,1,0,1,0
Immaculate 2BR in 4unit townhome 15mins to Midtown,Manhattan,4.9,15952,21,4.9,5.0,5.0,5.0,5.0,5.0,3.0,0,1,1,0,0,0,1,0,1,0
Beautiful Studio close to park!,Manhattan,5.0,16364,3,4.7,4.7,5.0,5.0,4.7,5.0,2.0,0,1,0,0,0,1,1,0,1,0
Suite with private bathroom,Manhattan,4.87,13379,149,4.8,4.8,4.9,4.8,4.9,4.9,2.0,0,1,1,0,0,0,1,0,1,0
Luxury Penthouse w/ Top Amenities,Manhattan,5.0,56356,11,5.0,4.9,5.0,5.0,5.0,5.0,6.0,0,0,0,1,0,0,1,0,1,0
Sun Filled Oasis with Designer Kitchen #10305,Manhattan,4.89,63293,93,4.8,4.9,4.9,4.6,5.0,5.0,4.0,1,1,1,0,0,0,1,0,0,0
Beautiful Historic Harlem Townhouse,Manhattan,4.96,23928,143,4.9,4.8,5.0,4.9,4.9,4.9,2.0,1,1,1,0,0,0,1,0,0,0
A Comfortable Quiet Room Near Columbia University,Manhattan,4.96,9159,84,4.8,4.9,5.0,4.9,5.0,5.0,1.0,0,1,1,0,0,0,1,0,1,0
New MODERN  NYC flat with FABULOUS SKYLIGHT,Manhattan,4.8,17496,91,4.4,4.9,4.9,4.6,4.8,4.8,2.0,0,1,1,0,0,1,1,0,0,0
"1 bedroom with fireplace, historic Sugar Hill",Manhattan,4.63,16727,24,4.9,4.8,5.0,4.9,4.9,4.9,4.0,0,1,0,1,0,0,1,0,1,0
"Great Home & Host, next to #1 Train",Manhattan,4.83,10292,12,4.7,4.8,4.9,4.8,4.8,4.9,2.0,0,1,1,0,0,0,1,0,1,0
Modern Luxury  Apt | Hotel Amenities | 24hr Gym❤️,Manhattan,4.87,18744,30,4.7,4.8,5.0,4.8,4.8,4.8,2.0,1,1,1,0,0,0,1,0,1,0
Unique private room and bathroom in Brownstone,Manhattan,4.78,12350,90,4.6,4.7,4.9,4.7,4.8,4.9,2.0,1,1,1,0,0,0,1,0,0,0
ENTIRE 3BD APT WITH WASHER/DRYER HALF BLOCK TO CPW,Manhattan,5.0,27067,5,4.8,4.8,4.8,4.6,5.0,4.6,4.0,0,1,1,0,0,0,1,0,1,0
Spacious Sunny Office & Suite on a Private Floor,Manhattan,4.76,12350,41,4.2,4.7,4.9,4.7,4.8,4.9,2.0,0,1,0,1,0,0,1,0,1,0
Huge 1 Bed in a Private Historic Brownstone,Manhattan,5.0,12864,3,4.7,5.0,5.0,4.3,4.7,5.0,2.0,1,1,0,0,0,1,1,0,1,0
Stunning Rare Garden Family Home with Loft #10303,Manhattan,4.91,97769,82,4.8,4.8,4.9,4.8,5.0,5.0,7.0,1,1,1,0,0,0,1,0,0,0
Private Room at Historic Harlem,Manhattan,4.93,10292,14,4.9,4.9,5.0,4.6,4.8,4.9,2.0,1,1,1,0,0,0,1,0,1,0
ECHO loft - sunny top floor uptown Manhattan,Manhattan,5.0,16466,11,5.0,4.9,5.0,4.8,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Industrial style 3 bedroom condo in Central Park!,Manhattan,5.0,36638,6,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0,0,0,1,0,0,1,1,1,0
"Harlem/Morningside, charm and quiet",Manhattan,5.0,9777,9,5.0,5.0,5.0,5.0,4.9,5.0,2.0,0,1,1,0,0,0,1,0,0,0
☀Bright Designer Oasis in the ❤ of Historic Harlem,Manhattan,5.0,56500,28,4.8,4.9,5.0,4.8,5.0,4.9,6.0,0,0,1,0,0,0,1,0,1,0
Oasis Harbour,Manhattan,5.0,13894,5,4.6,5.0,5.0,5.0,5.0,5.0,4.0,0,1,0,1,0,0,1,0,1,0
#ENTIRE 2 BD APT W/WASHER &DRYER - CENTRAL PARK W#,Manhattan,4.75,22929,4,4.8,5.0,5.0,4.2,5.0,5.0,4.0,1,1,1,0,0,0,1,0,1,0
"Private suite, near Central Park & Columbia U.",Manhattan,4.77,20480,79,4.8,4.6,5.0,4.8,4.8,4.8,2.0,0,1,1,0,0,0,1,1,0,0
Mr. Lucky's furnished room 15.min from Times Sq.,Manhattan,5.0,12864,12,4.8,4.8,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,0,0,0,0,0
Large Luxury Studio,Manhattan,4.86,16312,91,4.6,4.9,4.9,4.7,4.9,4.9,3.0,1,1,1,0,0,0,1,0,0,0
Charming studio on Upper East Side (30 Days MIN),Manhattan,4.71,25729,7,4.7,4.3,4.9,4.0,4.7,4.9,3.0,1,1,1,0,0,0,1,1,0,0
Furnished room with private entrance in Harlem.,Manhattan,4.37,15437,59,4.8,4.2,4.8,4.5,4.6,4.9,2.0,0,1,1,0,0,1,0,0,0,0
Lovely room in Manhattan Condo Building,Manhattan,5.0,4477,4,4.8,5.0,5.0,5.0,5.0,5.0,1.0,0,0,0,0,0,0,1,0,1,0
Beautiful Apartment in NYC,Manhattan,4.67,8226,21,4.8,4.4,5.0,4.6,4.7,5.0,1.0,0,1,0,0,0,0,1,0,1,0
Beautiful Room/20 min to downtown NYC,Manhattan,4.94,7410,69,4.8,5.0,5.0,4.8,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Large Japandi Styled Apt with private patio.,Manhattan,4.86,42092,7,4.4,5.0,5.0,4.9,4.9,4.9,3.0,1,1,1,0,0,0,1,0,1,0
Discount for Spacious Private Bedroom in Manhattan,Manhattan,4.84,5043,125,4.7,4.9,4.9,4.8,4.9,4.9,1.0,0,1,0,0,0,1,1,0,0,0
Cozy sunny Apt in NYC Very close to A express2,Manhattan,5.0,6072,5,4.6,5.0,5.0,5.0,5.0,5.0,2.0,0,1,1,0,0,0,1,1,1,0
"Cozy, clean room, backyard, close to subway, city",Manhattan,4.67,4322,24,4.7,4.2,4.8,4.8,4.7,5.0,1.0,1,1,1,0,0,0,1,0,1,0
Beautiful Private 2 Bedroom Brownstone,Manhattan,4.33,11321,3,5.0,5.0,4.7,4.7,5.0,5.0,3.0,1,1,0,0,0,0,1,1,1,0
Modern & Stylish 1 Bed Manhattan w/ Private Garden,Manhattan,4.6,11791,10,4.5,4.7,4.5,4.5,4.6,4.8,4.0,1,1,1,0,0,0,1,1,0,0
Large Manhattan Apartment: Ideal Location - Inwood,Manhattan,4.78,9499,23,4.8,4.7,5.0,4.9,5.0,5.0,2.0,0,1,1,0,0,0,1,0,0,0
For Cat-Lovers ONLY,Manhattan,4.82,10189,11,4.6,4.6,4.7,4.6,4.8,4.8,2.0,0,0,1,0,0,0,1,0,1,0
Want privacy? This is your place!,Manhattan,4.86,7739,22,4.9,4.8,5.0,4.7,4.8,4.8,2.0,0,1,0,1,0,0,1,0,1,0
Warm cozy Inwood apartment near A train,Manhattan,4.65,13729,136,4.8,4.6,4.8,4.7,4.7,4.9,2.0,0,0,1,0,0,0,1,0,1,0
